"","detectedstate","dateannounced","numberofcases"
"368","Tamil Nadu","18/03/2020",1
"369","Tamil Nadu","19/03/2020",1
"370","Tamil Nadu","21/03/2020",3
"371","Tamil Nadu","22/03/2020",3
"372","Tamil Nadu","23/03/2020",3
"373","Tamil Nadu","24/03/2020",6
"374","Tamil Nadu","25/03/2020",8
"375","Tamil Nadu","26/03/2020",3
"376","Tamil Nadu","27/03/2020",9
"377","Tamil Nadu","28/03/2020",4
"378","Tamil Nadu","29/03/2020",8
"379","Tamil Nadu","30/03/2020",17
"380","Tamil Nadu","31/03/2020",57
"381","Telangana","01/04/2020",30
"382","Telangana","02/03/2020",1
"383","Telangana","02/04/2020",27
"384","Telangana","03/04/2020",75
"385","Telangana","04/04/2020",43
"386","Telangana","05/04/2020",62
"387","Telangana","06/04/2020",30
"388","Telangana","07/04/2020",40
"389","Telangana","08/04/2020",49
"390","Telangana","09/04/2020",18
"391","Telangana","14/03/2020",1
"392","Telangana","15/03/2020",1
"393","Telangana","16/03/2020",1
"394","Telangana","17/03/2020",1
"395","Telangana","18/03/2020",8
"396","Telangana","19/03/2020",3
"397","Telangana","20/03/2020",3
"398","Telangana","21/03/2020",2
"399","Telangana","22/03/2020",6
"400","Telangana","23/03/2020",6
"401","Telangana","24/03/2020",6
"402","Telangana","25/03/2020",2
"403","Telangana","26/03/2020",4
"404","Telangana","27/03/2020",14
"405","Telangana","28/03/2020",8
"406","Telangana","29/03/2020",3
"407","Telangana","30/03/2020",7
"408","Telangana","31/03/2020",20
"409","Tripura","06/04/2020",1
"410","Uttar Pradesh","01/04/2020",13
"411","Uttar Pradesh","02/04/2020",11
"412","Uttar Pradesh","03/04/2020",46
"413","Uttar Pradesh","04/03/2020",7
"414","Uttar Pradesh","04/04/2020",60
"415","Uttar Pradesh","05/03/2020",1
"416","Uttar Pradesh","05/04/2020",44
"417","Uttar Pradesh","06/04/2020",27
"418","Uttar Pradesh","07/04/2020",27
"419","Uttar Pradesh","08/04/2020",29
"420","Uttar Pradesh","09/03/2020",2
"421","Uttar Pradesh","09/04/2020",49
"422","Uttar Pradesh","12/03/2020",2
"423","Uttar Pradesh","13/03/2020",1
"424","Uttar Pradesh","17/03/2020",2
"425","Uttar Pradesh","18/03/2020",2
"426","Uttar Pradesh","19/03/2020",3
"427","Uttar Pradesh","20/03/2020",4
"428","Uttar Pradesh","21/03/2020",4
"429","Uttar Pradesh","22/03/2020",2
"430","Uttar Pradesh","23/03/2020",4
"431","Uttar Pradesh","24/03/2020",1
"432","Uttar Pradesh","25/03/2020",3
"433","Uttar Pradesh","26/03/2020",4
"434","Uttar Pradesh","27/03/2020",7
"435","Uttar Pradesh","28/03/2020",16
"436","Uttar Pradesh","29/03/2020",7
"437","Uttar Pradesh","30/03/2020",24
"438","Uttar Pradesh","31/03/2020",8
"439","Uttarakhand","02/04/2020",3
"440","Uttarakhand","03/04/2020",6
"441","Uttarakhand","04/04/2020",6
"442","Uttarakhand","05/04/2020",4
"443","Uttarakhand","06/04/2020",5
"444","Uttarakhand","08/04/2020",4
"445","Uttarakhand","15/03/2020",1
"446","Uttarakhand","19/03/2020",2
"447","Uttarakhand","23/03/2020",1
"448","Uttarakhand","25/03/2020",1
"449","Uttarakhand","28/03/2020",1
"450","Uttarakhand","29/03/2020",1
"451","West Bengal","02/04/2020",16
"452","West Bengal","05/04/2020",27
"453","West Bengal","07/04/2020",11
"454","West Bengal","08/04/2020",8
"455","West Bengal","09/04/2020",4
"456","West Bengal","17/03/2020",1
"457","West Bengal","20/03/2020",1
"458","West Bengal","21/03/2020",2
"459","West Bengal","22/03/2020",3
"460","West Bengal","24/03/2020",2
"461","West Bengal","26/03/2020",1
"462","West Bengal","27/03/2020",5
"463","West Bengal","28/03/2020",3
"464","West Bengal","29/03/2020",3
"465","West Bengal","30/03/2020",1
"466","West Bengal","31/03/2020",15
